id,store_id,name,handle,images,published,created_at,updated_at
43861015,1034705,"{""pt"": ""Extensor Sanlida X10""}","{""pt"":""extensor-sanlida-x10""}","[{""id"": 175357034, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/extensor-x101-ce82d76d5670b12ead16214403393201-1024-1024.jpg"", ""width"": 1024, ""height"": 1024, ""position"": 2, ""created_at"": ""2021-05-19T16:05:32+0000"", ""product_id"": 43861015, ""updated_at"": ""2021-10-22T16:04:35+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:00:53.705701+00,2026-03-19 04:00:53.588+00
43861253,1034705,"{""pt"": ""V-Bar fixo x10 - Sanlida""}","{""pt"":""vbar-sanlida-x10""}","[{""id"": 76860426, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-recurve-extender11-dc6dcaa7e7b6008c6815755649021222-1024-1024.jpg"", ""width"": 1024, ""height"": 1024, ""position"": 1, ""created_at"": ""2019-12-05T16:53:06+0000"", ""product_id"": 43861253, ""updated_at"": ""2021-04-18T16:19:56+0000"", ""thumbnails_generated"": 2}, {""id"": 76860434, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/img_34561-3d7de8cd339b7d931d15755649032934-1024-1024.jpg"", ""width"": 5184, ""height"": 3456, ""position"": 2, ""created_at"": ""2019-12-05T16:53:11+0000"", ""product_id"": 43861253, ""updated_at"": ""2021-04-18T16:19:56+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:00:54.185067+00,2026-03-19 04:00:54.105+00
43861509,1034705,"{""pt"": ""Clicker Sanlida X10""}","{""pt"":""clicker-sanlida-x10""}","[{""id"": 76860914, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-recurve-extender21-ee016a82fed781b9eb15755651569326-1024-1024.jpg"", ""width"": 1024, ""height"": 1024, ""position"": 1, ""created_at"": ""2019-12-05T16:56:52+0000"", ""product_id"": 43861509, ""updated_at"": ""2020-11-09T02:30:00+0000"", ""thumbnails_generated"": 2}, {""id"": 76860934, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/img_68141-11a519c1e170bd6e6015755651583660-1024-1024.jpg"", ""width"": 5184, ""height"": 3456, ""position"": 2, ""created_at"": ""2019-12-05T16:57:02+0000"", ""product_id"": 43861509, ""updated_at"": ""2020-11-09T02:30:00+0000"", ""thumbnails_generated"": 2}, {""id"": 76860946, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/ioaaec_011-24c3e7ec327992a8cc15755651585565-1024-1024.jpg"", ""width"": 5184, ""height"": 3456, ""position"": 3, ""created_at"": ""2019-12-05T16:57:07+0000"", ""product_id"": 43861509, ""updated_at"": ""2020-11-09T02:30:00+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:00:54.676082+00,2026-03-19 04:00:54.595+00
43861665,1034705,"{""pt"": ""Rest Magnético Sanlida X10""}","{""pt"":""rest-magnetico-sanlida-x10""}","[{""id"": 76861370, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/makeup_20190408114203_save1-bbcd9aa7e81501a51f15755653396154-1024-1024.jpg"", ""width"": 1024, ""height"": 1024, ""position"": 1, ""created_at"": ""2019-12-05T17:00:46+0000"", ""product_id"": 43861665, ""updated_at"": ""2022-09-22T11:56:08+0000"", ""thumbnails_generated"": 2}, {""id"": 76861407, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/1-e20ce4275b7c8e51c515755653399173-1024-1024.png"", ""width"": 1348, ""height"": 746, ""position"": 3, ""created_at"": ""2019-12-05T17:01:00+0000"", ""product_id"": 43861665, ""updated_at"": ""2022-09-22T11:56:08+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:00:55.141563+00,2026-03-19 04:00:55.052+00
43861930,1034705,"{""pt"": ""Estabilizador Longo Sanlida X9""}","{""pt"":""estabilizador-longo-sanlida-x9""}","[{""id"": 76862015, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/image-0011-7c090fd7e63266bbd815755656686861-1024-1024.jpg"", ""width"": 1024, ""height"": 1024, ""position"": 1, ""created_at"": ""2019-12-05T17:06:35+0000"", ""product_id"": 43861930, ""updated_at"": ""2023-02-13T01:13:29+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:00:55.629468+00,2026-03-19 04:00:55.545+00
43862110,1034705,"{""pt"": ""Estabilizador Lateral Sanlida X9""}","{""pt"":""estabilizador-lateral-sanlida-x9""}","[{""id"": 175349276, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/lateral-x911-e13ad844bcb1c2b85916214395342012-1024-1024.jpg"", ""width"": 1024, ""height"": 1024, ""position"": 2, ""created_at"": ""2021-05-19T15:52:09+0000"", ""product_id"": 43862110, ""updated_at"": ""2023-02-13T01:14:26+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:00:56.097587+00,2026-03-19 04:00:56.017+00
43864255,1034705,"{""pt"": ""Estabilizador Longo Sanlida X10 14mm""}","{""pt"":""estabilizador-sanlida-x10-14mm""}","[{""id"": 76863846, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-compound-stabilzer-14mm-long-rod1-5d9f6f9bccb04e97fa15755665022346-1024-1024.jpg"", ""width"": 1024, ""height"": 1024, ""position"": 1, ""created_at"": ""2019-12-05T17:20:10+0000"", ""product_id"": 43864255, ""updated_at"": ""2021-08-03T20:00:59+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:00:56.575882+00,2026-03-19 04:00:56.492+00
43864514,1034705,"{""pt"": ""Estabilizador Lateral Sanlida X10 14mm""}","{""pt"":""estabilizador-lateral-sanlida-x10-14mm""}","[{""id"": 175349881, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-compound-stabilzer-18mm-side-rod1-7be7a8449e1345f67c15755672036364-480-011-7bf25d49b9c666500316214396333192-1024-1024.jpg"", ""width"": 1024, ""height"": 1024, ""position"": 2, ""created_at"": ""2021-05-19T15:53:48+0000"", ""product_id"": 43864514, ""updated_at"": ""2021-05-19T15:54:03+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:00:57.052889+00,2026-03-19 04:00:56.964+00
43864586,1034705,"{""pt"": ""Estabilizador Longo Sanlida X10 18mm (Composto)""}","{""pt"":""estabilizador-longo-sanlida-x10-18mm-composto""}","[{""id"": 76864974, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-compound-stabilzer-18mm-long-rod1-ea3c489f6a93f7a86815755670546899-1024-1024.jpg"", ""width"": 1024, ""height"": 1024, ""position"": 1, ""created_at"": ""2019-12-05T17:29:39+0000"", ""product_id"": 43864586, ""updated_at"": ""2021-05-07T21:05:03+0000"", ""thumbnails_generated"": 2}, {""id"": 76864993, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/img_73851-66321f7a241895230315755670565122-1024-1024.jpg"", ""width"": 5184, ""height"": 3456, ""position"": 2, ""created_at"": ""2019-12-05T17:29:50+0000"", ""product_id"": 43864586, ""updated_at"": ""2021-05-07T21:05:03+0000"", ""thumbnails_generated"": 2}, {""id"": 76864999, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/img_73881-8d02bb6bd203e33dce15755670567268-1024-1024.jpg"", ""width"": 5184, ""height"": 3456, ""position"": 3, ""created_at"": ""2019-12-05T17:29:54+0000"", ""product_id"": 43864586, ""updated_at"": ""2021-05-07T21:05:03+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:00:57.566605+00,2026-03-19 04:00:57.478+00
43864654,1034705,"{""pt"": ""Estabilizador Lateral Sanlida X10 18mm (Composto)""}","{""pt"":""estabilizador-lateral-sanlida-x10-18mm-composto""}","[{""id"": 175348783, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-compound-stabilzer-18mm-side-rod1-7be7a8449e1345f67c15755672036364-480-01-7bf25d49b9c666500316214394569488-1024-1024.jpg"", ""width"": 1024, ""height"": 1024, ""position"": 1, ""created_at"": ""2021-05-19T15:50:46+0000"", ""product_id"": 43864654, ""updated_at"": ""2021-08-03T20:06:22+0000"", ""thumbnails_generated"": 2}, {""id"": 76865219, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-compound-stabilzer-18mm-side-rod-21-60df4346fd2088c8ce15755672033649-1024-1024.jpg"", ""width"": 400, ""height"": 330, ""position"": 2, ""created_at"": ""2019-12-05T17:32:26+0000"", ""product_id"": 43864654, ""updated_at"": ""2021-10-22T16:02:13+0000"", ""thumbnails_generated"": 2}, {""id"": 76865220, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-compound-stabilzer-18mm-side-rod-31-32ac524547ec57c15915755672035657-1024-1024.jpg"", ""width"": 400, ""height"": 330, ""position"": 3, ""created_at"": ""2019-12-05T17:32:28+0000"", ""product_id"": 43864654, ""updated_at"": ""2021-10-22T16:02:13+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:00:58.065044+00,2026-03-19 04:00:57.974+00
43864841,1034705,"{""pt"": ""V-Bar Sanlida Ajustável 1 Lado""}","{""pt"":""vbar-sanlida-ajustavel-1-lado""}","[{""id"": 164197458, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-compound-v-bar-with-quick-disconnect-one-side-preto11-238cb56cba65c0cb2816182370573183-1024-1024.jpg"", ""width"": 800, ""height"": 800, ""position"": 2, ""created_at"": ""2021-04-12T14:16:19+0000"", ""product_id"": 43864841, ""updated_at"": ""2021-04-12T14:19:07+0000"", ""thumbnails_generated"": 2}, {""id"": 164197647, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-compound-v-bar-with-quick-disconnect-one-side-preto-21-a7bc8620c43d33fb6516182370573205-1024-1024.jpg"", ""width"": 800, ""height"": 800, ""position"": 3, ""created_at"": ""2021-04-12T14:17:01+0000"", ""product_id"": 43864841, ""updated_at"": ""2021-04-12T14:19:07+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:00:58.56382+00,2026-03-19 04:00:58.48+00
43865170,1034705,"{""pt"": ""Protetor de braço x8 - Sanlida""}","{""pt"":""protetor-de-braco-x8-sanlida""}","[{""id"": 76866022, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/image-00211-0b4e345a667d81dda215755677259806-1024-1024.jpg"", ""width"": 1024, ""height"": 1024, ""position"": 1, ""created_at"": ""2019-12-05T17:41:06+0000"", ""product_id"": 43865170, ""updated_at"": ""2021-08-03T02:48:47+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:00:59.081839+00,2026-03-19 04:00:59+00
43865350,1034705,"{""pt"": ""Rest X9 (Composto) - Sanlida""}","{""pt"":""rest-x9-composto-sanlida""}","[{""id"": 164181790, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/x9-compound-arrow-rest-preto1-95e740fbcc9bfd82e916182333546341-1024-1024.jpg"", ""width"": 800, ""height"": 800, ""position"": 2, ""created_at"": ""2021-04-12T13:14:37+0000"", ""product_id"": 43865350, ""updated_at"": ""2026-03-08T19:19:46+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:00:59.553739+00,2026-03-19 04:00:59.475+00
61579707,1034705,"{""pt"": ""Alicate Annex para Nocking Point - Avalon""}","{""pt"":""alicate-annex-para-nocking-point-avalon""}","[{""id"": 115312457, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/alicate-annex-avalon-21-f4b7bb9280c611883015986281142229-1024-1024.png"", ""width"": 2121, ""height"": 2721, ""position"": 1, ""created_at"": ""2020-08-28T15:20:52+0000"", ""product_id"": 61579707, ""updated_at"": ""2021-04-05T00:49:36+0000"", ""thumbnails_generated"": 2}, {""id"": 115312497, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/alicate-annex-avalon-11-659afafb855bde214b15986281150029-1024-1024.png"", ""width"": 1711, ""height"": 3812, ""position"": 2, ""created_at"": ""2020-08-28T15:21:01+0000"", ""product_id"": 61579707, ""updated_at"": ""2021-04-05T00:49:36+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:01:00.035147+00,2026-03-19 04:00:59.951+00
61581560,1034705,"{""pt"": ""Alicate Avalon para D-Loop - Avalon""}","{""pt"":""alicate-avalon-para-d-loop-avalon""}","[{""id"": 127881429, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/alicate-d-loop-31-ce79426fc20fa15b6016040215339737-1024-1024.jpg"", ""width"": 1024, ""height"": 1024, ""position"": 1, ""created_at"": ""2020-10-30T01:31:40+0000"", ""product_id"": 61581560, ""updated_at"": ""2021-04-05T00:49:00+0000"", ""thumbnails_generated"": 2}, {""id"": 127881421, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/alicate-d-loop-21-d8de961f0d2824d2bc16040215341777-1024-1024.jpg"", ""width"": 1024, ""height"": 1024, ""position"": 2, ""created_at"": ""2020-10-30T01:31:38+0000"", ""product_id"": 61581560, ""updated_at"": ""2021-04-05T00:49:00+0000"", ""thumbnails_generated"": 2}, {""id"": 127881414, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/alicate-d-loop-11-bbd2b26ead072bede716040215348287-1024-1024.jpg"", ""width"": 1024, ""height"": 1024, ""position"": 3, ""created_at"": ""2020-10-30T01:31:36+0000"", ""product_id"": 61581560, ""updated_at"": ""2021-04-05T00:49:00+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:01:00.544452+00,2026-03-19 04:01:00.457+00
61586061,1034705,"{""pt"": ""Aljava Avalon Classic""}","{""pt"":""aljava-avalon-classic""}","[{""id"": 788679117, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/1-5853f18e897a399f8517347279580914-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 1, ""created_at"": ""2024-12-20T20:52:39+0000"", ""product_id"": 61586061, ""updated_at"": ""2024-12-20T20:55:58+0000"", ""thumbnails_generated"": 2}, {""id"": 115323318, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/cintos-cores-avalon1-6a0d013140a98e38ab15986307097642-1024-1024.png"", ""width"": 1024, ""height"": 1024, ""position"": 2, ""created_at"": ""2020-08-28T15:59:17+0000"", ""product_id"": 61586061, ""updated_at"": ""2023-08-08T01:50:23+0000"", ""thumbnails_generated"": 2}, {""id"": 788679114, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/2-51a5293a53a439e6e017347279579970-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 3, ""created_at"": ""2024-12-20T20:52:39+0000"", ""product_id"": 61586061, ""updated_at"": ""2024-12-20T20:55:58+0000"", ""thumbnails_generated"": 2}, {""id"": 788679118, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/3-edd5c77031e21a386517347279579281-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 4, ""created_at"": ""2024-12-20T20:52:39+0000"", ""product_id"": 61586061, ""updated_at"": ""2024-12-20T20:55:57+0000"", ""thumbnails_generated"": 2}, {""id"": 788679124, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/4-5f6352a439f06f506e17347279582289-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 5, ""created_at"": ""2024-12-20T20:52:39+0000"", ""product_id"": 61586061, ""updated_at"": ""2024-12-20T20:55:58+0000"", ""thumbnails_generated"": 2}, {""id"": 788679113, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/5-8b55d7d753bd197dda17347279577074-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 6, ""created_at"": ""2024-12-20T20:52:39+0000"", ""product_id"": 61586061, ""updated_at"": ""2024-12-20T20:55:57+0000"", ""thumbnails_generated"": 2}, {""id"": 788679109, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/6-fc1d5830860528dc4217347279575234-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 7, ""created_at"": ""2024-12-20T20:52:38+0000"", ""product_id"": 61586061, ""updated_at"": ""2024-12-20T20:55:59+0000"", ""thumbnails_generated"": 2}, {""id"": 788679111, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/7-8525de6a1988bb45f217347279577237-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 8, ""created_at"": ""2024-12-20T20:52:39+0000"", ""product_id"": 61586061, ""updated_at"": ""2024-12-20T20:55:57+0000"", ""thumbnails_generated"": 2}, {""id"": 788679122, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/8-e1181ee8a9a36ea47b17347279579366-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 9, ""created_at"": ""2024-12-20T20:52:39+0000"", ""product_id"": 61586061, ""updated_at"": ""2024-12-20T20:55:58+0000"", ""thumbnails_generated"": 2}, {""id"": 788679126, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/9-b2868fd89cc13a82d717347279580264-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 10, ""created_at"": ""2024-12-20T20:52:39+0000"", ""product_id"": 61586061, ""updated_at"": ""2024-12-20T20:56:00+0000"", ""thumbnails_generated"": 2}, {""id"": 788679125, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/10-39a232bd38ac0d76c017347279580348-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 11, ""created_at"": ""2024-12-20T20:52:39+0000"", ""product_id"": 61586061, ""updated_at"": ""2024-12-20T20:55:58+0000"", ""thumbnails_generated"": 2}, {""id"": 788679119, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/11-02af4f2109d2848bb217347279577280-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 12, ""created_at"": ""2024-12-20T20:52:39+0000"", ""product_id"": 61586061, ""updated_at"": ""2024-12-20T20:55:58+0000"", ""thumbnails_generated"": 2}, {""id"": 788679106, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/12-9a27c2b785bf40ba8f17347279574842-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 13, ""created_at"": ""2024-12-20T20:52:38+0000"", ""product_id"": 61586061, ""updated_at"": ""2024-12-20T20:56:00+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:01:01.033206+00,2026-03-19 04:01:00.94+00
61595163,1034705,"{""pt"": ""Aljava Avalon Tec One""}","{""pt"":""aljava-avalon-tec-one""}","[{""id"": 788692957, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/1-217571147092e386da17347292133313-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 2, ""created_at"": ""2024-12-20T21:13:34+0000"", ""product_id"": 61595163, ""updated_at"": ""2025-05-26T00:01:35+0000"", ""thumbnails_generated"": 2}, {""id"": 115345867, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/aljavas-tec-one-cores-avalon-cintos1-01adbc66f5d174281015986359744613-1024-1024.png"", ""width"": 1024, ""height"": 1024, ""position"": 3, ""created_at"": ""2020-08-28T17:32:08+0000"", ""product_id"": 61595163, ""updated_at"": ""2025-05-26T00:01:35+0000"", ""thumbnails_generated"": 2}, {""id"": 788689820, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/2-25209b4cb8b94990e717347289406978-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 4, ""created_at"": ""2024-12-20T21:09:01+0000"", ""product_id"": 61595163, ""updated_at"": ""2025-05-26T00:01:35+0000"", ""thumbnails_generated"": 2}, {""id"": 788689804, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/3-4c7b94a2143e5ce78e17347289401433-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 5, ""created_at"": ""2024-12-20T21:09:01+0000"", ""product_id"": 61595163, ""updated_at"": ""2025-05-26T00:01:35+0000"", ""thumbnails_generated"": 2}, {""id"": 788689809, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/4-65298d3cdadd13990717347289402777-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 6, ""created_at"": ""2024-12-20T21:09:01+0000"", ""product_id"": 61595163, ""updated_at"": ""2025-05-26T00:01:35+0000"", ""thumbnails_generated"": 2}, {""id"": 788689808, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/5-0c0d1428c3a4e059a817347289402859-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 7, ""created_at"": ""2024-12-20T21:09:01+0000"", ""product_id"": 61595163, ""updated_at"": ""2025-05-26T00:01:35+0000"", ""thumbnails_generated"": 2}, {""id"": 788689825, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/7-2e7066c95a6077668117347289408981-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 8, ""created_at"": ""2024-12-20T21:09:02+0000"", ""product_id"": 61595163, ""updated_at"": ""2024-12-20T21:17:59+0000"", ""thumbnails_generated"": 2}, {""id"": 788689810, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/8-af232486470c6d486717347289403657-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 9, ""created_at"": ""2024-12-20T21:09:01+0000"", ""product_id"": 61595163, ""updated_at"": ""2024-12-20T21:18:00+0000"", ""thumbnails_generated"": 2}, {""id"": 788689807, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/9-9971558886dc95da1417347289402576-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 10, ""created_at"": ""2024-12-20T21:09:01+0000"", ""product_id"": 61595163, ""updated_at"": ""2024-12-20T21:17:58+0000"", ""thumbnails_generated"": 2}, {""id"": 788689816, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/10-a09296be639e4407cf17347289403968-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 11, ""created_at"": ""2024-12-20T21:09:01+0000"", ""product_id"": 61595163, ""updated_at"": ""2024-12-20T21:17:58+0000"", ""thumbnails_generated"": 2}, {""id"": 788689811, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/11-8d270984b2606b388f17347289402467-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 12, ""created_at"": ""2024-12-20T21:09:01+0000"", ""product_id"": 61595163, ""updated_at"": ""2024-12-20T21:17:58+0000"", ""thumbnails_generated"": 2}, {""id"": 788692960, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/2-1d4a883f9c5c816cc817347292135301-1024-1024.png"", ""width"": 1080, ""height"": 1080, ""position"": 13, ""created_at"": ""2024-12-20T21:13:34+0000"", ""product_id"": 61595163, ""updated_at"": ""2024-12-20T21:17:59+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:01:01.548603+00,2026-03-19 04:01:01.443+00
61599567,1034705,"{""pt"": ""OUTDOOR - Alvo oficial WA 122cm - Avalon""}","{""pt"":""outdoor-alvo-oficial-wa-122cm-avalon""}","[{""id"": 115353551, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/alvo-oficial-wa-122cm1-3385c0a6a873b11d9115986374878553-1024-1024.png"", ""width"": 1024, ""height"": 1024, ""position"": 1, ""created_at"": ""2020-08-28T17:54:03+0000"", ""product_id"": 61599567, ""updated_at"": ""2021-04-04T23:41:37+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:01:02.054387+00,2026-03-19 04:01:01.962+00
61600155,1034705,"{""pt"": ""INDOOR 18m - Alvo Oficial WA 40cm (10 unidades) - Avalon""}","{""pt"":""indoor-18m-alvo-oficial-wa-40cm-10-unidades-avalon""}","[{""id"": 115356370, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/alvo-oficial-wa-40cm1-2dc19c1e59c6352de415986377332060-1024-1024.png"", ""width"": 1024, ""height"": 1024, ""position"": 1, ""created_at"": ""2020-08-28T18:02:05+0000"", ""product_id"": 61600155, ""updated_at"": ""2021-04-04T23:42:23+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:01:02.539633+00,2026-03-19 04:01:02.451+00
61600826,1034705,"{""pt"": ""OUTDOOR COMPOSTO - Alvo oficial WA 80cm (10 unidades) - Avalon""}","{""pt"":""outdoor-composto-alvo-oficial-wa-80cm-10-unidades-avalon""}","[{""id"": 115357872, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/alvo-oficial-wa-80cm1-7424eb5bc0c1957dd015986379903347-1024-1024.png"", ""width"": 1024, ""height"": 1024, ""position"": 1, ""created_at"": ""2020-08-28T18:05:35+0000"", ""product_id"": 61600826, ""updated_at"": ""2021-04-04T23:41:16+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:01:03.047801+00,2026-03-19 04:01:02.958+00
61601542,1034705,"{""pt"": ""INDOOR 18m - Alvo Oficial WA Triplo 40cm (10 unidades) - Avalon""}","{""pt"":""indoor-18m-alvo-oficial-wa-triplo-40cm-10-unidades-avalon""}","[{""id"": 115359692, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/alvo-oficial-wa-triplo-40cm1-86c26ce4120f48cda715986383850740-1024-1024.png"", ""width"": 1024, ""height"": 1024, ""position"": 1, ""created_at"": ""2020-08-28T18:11:43+0000"", ""product_id"": 61601542, ""updated_at"": ""2021-04-04T23:51:53+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:01:03.576471+00,2026-03-19 04:01:03.483+00
61601758,1034705,"{""pt"": ""INDOOR 18m - Alvo oficial WA Vegas Shoot (10 unidades) - Avalon""}","{""pt"":""indoor-18m-alvo-oficial-wa-vegas-shoot-10-unidades-avalon""}","[{""id"": 115360425, ""alt"": [], ""src"": ""https://acdn-us.mitiendanube.com/stores/001/034/705/products/alvo-oficial-wa-vegas-shoot1-04b9f2a5e8b64b923a15986385076524-1024-1024.png"", ""width"": 1024, ""height"": 1024, ""position"": 1, ""created_at"": ""2020-08-28T18:14:15+0000"", ""product_id"": 61601758, ""updated_at"": ""2021-04-04T23:52:25+0000"", ""thumbnails_generated"": 2}]",true,2026-03-19 04:01:04.074211+00,2026-03-19 04:01:03.965+00
