"Identificador URL";Nome;Categorias;"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";Preço;"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";"Estoque (720x | O máximo em arco e flecha.)";"Estoque (Depósito)";SKU;"Código de barras";"Exibir na loja";"Frete gratis";Descrição;Tags;"Título para SEO";"Descrição para SEO";Marca;"Produto Físico";"MPN (Cód. Exclusivo Modelo Fabricante)";Sexo;"Faixa etária";Custo
peiteira-fivics;"Peiteira Fivics Air Pad A2";"Ferramentas e acessórios > Acessórios do arqueiro > Protetor de peito, Marcas > Fivics";Cor;Preto;Tamanho;P;Orientação;"Canhoto (LH)";293.00;;0.20;25.00;4.00;35.00;1;ND;A063323;;SIM;NÃO;;"peiteira, protecao, protetor de peito";"Peiteira Fivics Air Pad A2: Conforto e Proteção para Arqueiros";"Descubra a Peiteira Fivics Air Pad A2, ajustável e com material de malha rígida. Ideal para todos os arqueiros. Compre agora e melhore seu desempenho!";Fivics;SIM;CG001A2LHSBK;Unissex;;
peiteira-fivics;;;Cor;Preto;Tamanho;P;Orientação;"Destro (RH)";293.00;;0.20;25.00;4.00;35.00;9;ND;A063320;;;;;;;;;;CG001A2RHSBK;Unissex;;
peiteira-fivics;;;Cor;Preto;Tamanho;M;Orientação;"Canhoto (LH)";293.00;;0.20;25.00;4.00;35.00;1;ND;A063324;;;;;;;;;;CG001A2LHMBK;Unissex;;
peiteira-fivics;;;Cor;Preto;Tamanho;M;Orientação;"Destro (RH)";293.00;;0.20;25.00;4.00;35.00;3;ND;A063321;;;;;;;;;;CG001A2RHMBK;Unissex;;
peiteira-fivics;;;Cor;Preto;Tamanho;G;Orientação;"Canhoto (LH)";293.00;;0.20;25.00;4.00;35.00;0;ND;A063325;;;;;;;;;;CG001A2LHLBK;Unissex;;
peiteira-fivics;;;Cor;Preto;Tamanho;G;Orientação;"Destro (RH)";293.00;;0.20;25.00;4.00;35.00;4;ND;A063322;;;;;;;;;;CG001A2RHLBK;Unissex;;
peiteira-avalon-classic;"Peiteira Avalon Classic";"Ferramentas e acessórios > Acessórios do arqueiro > Protetor de peito, Marcas > Avalon";Tamanho;PP;Cor;Preto;Orientação;"Canhoto (LH)";110.00;;0.20;10.00;2.00;30.00;0;ND;A068452;;SIM;NÃO;;"peiteira, protecao, protetor de peito";"Peiteira Avalon Classic: Conforto e Ajuste Perfeito";"Experimente o protetor de peito Avalon Classic com malha arejada, acolchoado macio e ajuste fácil. Garanta conforto e segurança para sua prática!";Avalon;SIM;BBT-A-HB081;Unissex;;
peiteira-avalon-classic;;;Tamanho;PP;Cor;Preto;Orientação;"Destro (RH)";110.00;;0.20;10.00;2.00;30.00;0;ND;A068452;;;;;;;;;;BBT-A-HB081;Unissex;;
peiteira-avalon-classic;;;Tamanho;P;Cor;Preto;Orientação;"Canhoto (LH)";110.00;;0.20;10.00;2.00;30.00;3;ND;A068452;;;;;;;;;;BBT-A-HB081;Unissex;;
peiteira-avalon-classic;;;Tamanho;P;Cor;Preto;Orientação;"Destro (RH)";110.00;;0.20;10.00;2.00;30.00;2;ND;A068452;;;;;;;;;;BBT-A-HB081;Unissex;;
peiteira-avalon-classic;;;Tamanho;M;Cor;Preto;Orientação;"Canhoto (LH)";110.00;;0.20;10.00;2.00;30.00;9;ND;A068452;;;;;;;;;;BBT-A-HB081;Unissex;;
peiteira-avalon-classic;;;Tamanho;M;Cor;Preto;Orientação;"Destro (RH)";110.00;;0.20;10.00;2.00;30.00;0;ND;A068452;;;;;;;;;;BBT-A-HB081;Unissex;;
peiteira-avalon-classic;;;Tamanho;G;Cor;Preto;Orientação;"Canhoto (LH)";110.00;;0.20;10.00;2.00;30.00;6;ND;A068452;;;;;;;;;;BBT-A-HB081;Unissex;;
peiteira-avalon-classic;;;Tamanho;G;Cor;Preto;Orientação;"Destro (RH)";110.00;;0.20;10.00;2.00;30.00;0;ND;A068452;;;;;;;;;;BBT-A-HB081;Unissex;;
peiteira-avalon-classic;;;Tamanho;GG;Cor;Preto;Orientação;"Canhoto (LH)";110.00;;0.20;10.00;2.00;30.00;5;ND;A068452;;;;;;;;;;BBT-A-HB081;Unissex;;
peiteira-avalon-classic;;;Tamanho;GG;Cor;Preto;Orientação;"Destro (RH)";110.00;;0.20;10.00;2.00;30.00;0;ND;A068452;;;;;;;;;;BBT-A-HB081;Unissex;;
peiteira-avalon-classic;;;Tamanho;XG;Cor;Preto;Orientação;"Canhoto (LH)";110.00;;0.20;10.00;2.00;30.00;0;ND;A068452;;;;;;;;;;BBT-A-HB081;Unissex;;
peiteira-avalon-classic;;;Tamanho;XG;Cor;Preto;Orientação;"Destro (RH)";110.00;;0.20;10.00;2.00;30.00;0;ND;A068452;;;;;;;;;;BBT-A-HB081;Unissex;;
capa-mira-avalon;"Capa para Mira Avalon";"Ferramentas e acessórios > Transporte e proteção > Capas protetoras, Marcas > Avalon";Cor;Vermelho;;;;;170.00;;0.25;4.00;22.00;37.00;0;ND;A014063;;SIM;NÃO;;"capa protetora";"Capa Universal para Mira Avalon com Zíper Resistente";"Proteja sua mira com a Capa Universal Avalon! Zíper resistente para armazenamento fácil. Adquira já a sua!";Avalon;SIM;HZV-A-SL659-02;Unissex;Adulto;
capa-mira-avalon;;;Cor;Azul;;;;;170.00;;0.25;4.00;22.00;37.00;4;ND;A014062;;;;;;;;;;HZV-A-SL659-01;Unissex;Adulto;
mala-macia-composto-avalon-tec;"Mala Macia para Arco Composto Avalon Tec 116 cm na cor Preta e com Vários Bolsos";"Ferramentas e acessórios > Transporte e proteção > Malas macias, Marcas > Avalon";;;;;;;1,160.00;;1.20;15.00;60.00;110.00;2;ND;A077458;;SIM;NÃO;;"Mala, Mochila, Soft Case";"Mala Macia para Arco Composto Avalon 116 cm Preta";"Conheça a Mala Macia Avalon para Arco Composto, prática e com vários bolsos. Ideal para transportar seu arco com segurança. Compre agora!";Avalon;SIM;TNC-AV-SL1002-BLACK;Unissex;Adulto;
mochila-esportiva-avalon-2;"Mochila Esportiva Avalon";"Ferramentas e acessórios > Transporte e proteção > Mochilas, Marcas > Avalon, Acessórios > Transporte e proteção";;;;;;;630.00;;1.70;30.00;20.00;60.00;3;ND;A071059;;SIM;NÃO;;Mochila;"Mochila Esportiva Avalon com 3 Compartimentos e Conforto";"Experimente a Mochila Esportiva Avalon! Com 3 compartimentos, bolsos laterais e acolchoamento para maior conforto. Adquira já a sua e leve tudo com facilidade!";Avalon;SIM;AV-XBE107;Unissex;Adulto;
alinhador-beiter-arco-composto;"Alinhador Beiter - arco composto";"Ferramentas e acessórios > Ferramentas de regulagem, Marcas > Beiter";;;;;;;100.00;;0.02;2.00;8.00;15.50;0;ND;;;SIM;NÃO;;"Alinhadores, Alinhadores de Laminas, Limb Line Gauge";;;Beiter;SIM;;;;
arco-composto-sanlida-dragon-10;"Arco Composto Sanlida - DRAGON 10";"Arcos > Arcos composto > Dragon 10, Marcas > Sanlida";Puxada;"27-30""";Potência;"50 - 60#";Cor;Preto;6,085.00;;3.00;9.00;33.00;116.00;1;ND;;;SIM;NÃO;;"arco e flecha, caca, tiro com arco";;;Sanlida;SIM;;;;
arco-composto-sanlida-dragon-10;;;Puxada;"27-30""";Potência;"50 - 60#";Cor;Musgo;6,085.00;;3.00;9.00;33.00;116.00;0;ND;;;;;;;;;;;;;;
arco-composto-sanlida-dragon-10;;;Puxada;"27-30""";Potência;"50 - 60#";Cor;Areia;6,085.00;;3.00;9.00;33.00;116.00;1;ND;;;;;;;;;;;;;;
arco-composto-sanlida-dragon-10;;;Puxada;"27-30""";Potência;60-70#;Cor;Preto;6,085.00;;3.00;9.00;33.00;116.00;1;ND;;;;;;;;;;;;;;
arco-composto-sanlida-dragon-10;;;Puxada;"27-30""";Potência;60-70#;Cor;Musgo;6,085.00;;3.00;9.00;33.00;116.00;1;ND;;;;;;;;;;;;;;
arco-composto-sanlida-dragon-10;;;Puxada;"27-30""";Potência;60-70#;Cor;Areia;6,085.00;;3.00;9.00;33.00;116.00;1;ND;;;;;;;;;;;;;;
arco-composto-sanlida-dragon-10;;;Puxada;"30-32""";Potência;"50 - 60#";Cor;Preto;6,085.00;;3.00;9.00;33.00;116.00;1;ND;;;;;;;;;;;;;;
arco-composto-sanlida-dragon-10;;;Puxada;"30-32""";Potência;"50 - 60#";Cor;Musgo;6,085.00;;3.00;9.00;33.00;116.00;0;ND;;;;;;;;;;;;;;
arco-composto-sanlida-dragon-10;;;Puxada;"30-32""";Potência;"50 - 60#";Cor;Areia;6,085.00;;3.00;9.00;33.00;116.00;1;ND;;;;;;;;;;;;;;
arco-composto-sanlida-dragon-10;;;Puxada;"30-32""";Potência;60-70#;Cor;Preto;6,085.00;;3.00;9.00;33.00;116.00;1;ND;;;;;;;;;;;;;;
arco-composto-sanlida-dragon-10;;;Puxada;"30-32""";Potência;60-70#;Cor;Musgo;6,085.00;;3.00;9.00;33.00;116.00;2;ND;;;;;;;;;;;;;;
arco-composto-sanlida-dragon-10;;;Puxada;"30-32""";Potência;60-70#;Cor;Areia;6,085.00;;3.00;9.00;33.00;116.00;1;ND;;;;;;;;;;;;;;
alvos-field-maple-leaf;"Alvos Field - Maple Leaf";"Alvos e anteparos > Faces de alvo";Tamanho;20cm;"Tipo de papel";Comum;;;7.00;;0.00;0.00;0.00;0.00;;ND;;;NÃO;NÃO;;"face de alvo";;;"Maple Leaf";SIM;;;;
alvos-field-maple-leaf;;;Tamanho;20cm;"Tipo de papel";"À prova d'água";;;12.00;;0.00;0.00;0.00;0.00;;ND;;;;;;;;;;;;;;
alvos-field-maple-leaf;;;Tamanho;35cm;"Tipo de papel";Comum;;;6.00;;0.00;0.00;0.00;0.00;;ND;;;;;;;;;;;;;;
alvos-field-maple-leaf;;;Tamanho;35cm;"Tipo de papel";"À prova d'água";;;10.00;;0.00;0.00;0.00;0.00;;ND;;;;;;;;;;;;;;
alvos-field-maple-leaf;;;Tamanho;50cm;"Tipo de papel";Comum;;;9.00;;0.00;0.00;0.00;0.00;;ND;;;;;;;;;;;;;;
alvos-field-maple-leaf;;;Tamanho;50cm;"Tipo de papel";"À prova d'água";;;21.00;;0.00;0.00;0.00;0.00;;ND;;;;;;;;;;;;;;
alvos-field-maple-leaf;;;Tamanho;65cm;"Tipo de papel";Comum;;;13.00;;0.00;0.00;0.00;0.00;;ND;;;;;;;;;;;;;;
alvos-field-maple-leaf;;;Tamanho;65cm;"Tipo de papel";"À prova d'água";;;30.00;;0.00;0.00;0.00;0.00;;ND;;;;;;;;;;;;;;
alvos-field-jogo-completo-para-14-alvos-maple-leaf;"Alvos Field (Jogo Completo para 14 alvos) - Maple Leaf";"Alvos e anteparos > Faces de alvo";"Tipo de papel";Comum;;;;;300.00;;1.30;6.00;16.00;86.00;1;ND;;;SIM;NÃO;;"face de alvo";;;"Maple Leaf";SIM;;;;
alvos-field-jogo-completo-para-14-alvos-maple-leaf;;;"Tipo de papel";"À prova d'água";;;;;580.00;;1.30;6.00;16.00;86.00;1;ND;;;;;;;;;;;;;;
alvos-hunter-jogo-completo-para-14-alvos-maple-leaf;"Alvos Hunter (Jogo Completo para 14 alvos) - Maple Leaf";"Alvos e anteparos > Faces de alvo";"Tipo de papel";Comum;;;;;310.00;;1.30;6.00;16.00;86.00;2;ND;;;SIM;NÃO;;"face de alvo";;;"Maple Leaf";SIM;;;;
alvos-hunter-jogo-completo-para-14-alvos-maple-leaf;;;"Tipo de papel";"À prova d'água";;;;;590.00;;1.30;6.00;16.00;86.00;2;ND;;;;;;;;;;;;;;
kit-hunter-round-37-faces-de-alvo-maple-leaf;"Kit Hunter Round (37 faces de alvo) - Maple Leaf";"Alvos e anteparos > Faces de alvo";"Tipo de papel";Comum;;;;;7.00;;0.00;0.00;0.00;0.00;;ND;;;NÃO;NÃO;;"face de alvo";;;"Maple Leaf";SIM;;;;
kit-hunter-round-37-faces-de-alvo-maple-leaf;;;"Tipo de papel";"À prova d'água";;;;;7.00;;0.00;0.00;0.00;0.00;;ND;;;;;;;;;;;;;;
alvo-animal-grupo-3-maple-leaf;"Alvo Animal - GRUPO 3 - Maple Leaf";"Alvos e anteparos > Faces de alvo";;;;;;;24.00;;0.00;0.00;0.00;0.00;;ND;;;NÃO;NÃO;;;;;"Maple Leaf";SIM;;;;
alvo-animal-grupo-2-maple-leaf;"Alvo Animal - GRUPO 2 - Maple Leaf";"Alvos e anteparos > Faces de alvo";;;;;;;39.00;;0.00;0.00;0.00;102.00;;ND;;;NÃO;NÃO;;;;;"Maple Leaf";SIM;;;;
alvo-animal-grupo-4-maple-leaf;"Alvo Animal - GRUPO 4 - Maple Leaf";"Alvos e anteparos > Faces de alvo";;;;;;;14.00;;0.00;0.00;0.00;0.00;;ND;;;NÃO;NÃO;;;;;"Maple Leaf";SIM;;;;
kit-pro-dragon-x8-camo-sanlida;"Kit Pro Dragon X8 (Camo) - Sanlida";"Arcos > Arcos composto > Dragon 8, Marcas > Sanlida";;;;;;;3,270.00;;5.40;13.00;39.00;96.00;15;ND;;;SIM;NÃO;;;;;Sanlida;SIM;;;;
kit-pro-dragon-x8-preto-sanlida;"Kit Pro Dragon X8 (Preto) - Sanlida";"Arcos > Arcos composto > Dragon 8, Marcas > Sanlida";;;;;;;3,150.00;;5.40;13.00;39.00;96.00;1;ND;;;SIM;NÃO;;;;;Sanlida;SIM;;;;
balestra-composto-killer-instinct-lethal;"Balestra Composto Killer Instinct Lethal";"Arcos > Balestras > Killer Instinct, Marcas > Killer Instinct";;;;;;;4,600.00;;5.60;15.50;25.50;83.00;13;ND;;;SIM;NÃO;;;;;;SIM;;;;
kinetic-static;"Kinetic Static";"Arcos > Arcos composto > Kinetic Static";Cor;Azul;Potência;35-50#;;;3,200.00;;2.59;10.00;33.00;109.00;1;ND;;;SIM;NÃO;;"Arco Composto, composto";;;Kinetic;SIM;;;;
aae-elite-ep16-100-uni;"Pena AAE Elite EP16 (100 uni.)";"Flechas > Componentes de flechas > Penas";Cor;Preto;;;;;130.00;;0.42;7.00;9.00;90.00;;ND;;;SIM;NÃO;;vanes;;;AAE;SIM;;;;
aae-elite-ep16-100-uni;;;Cor;Azul;;;;;130.00;;0.42;7.00;9.00;90.00;;ND;;;;;;;;;;;;;;
aae-elite-ep16-100-uni;;;Cor;Verde;;;;;130.00;;0.42;7.00;9.00;90.00;0;ND;;;;;;;;;;;;;;
aae-elite-ep16-100-uni;;;Cor;Laranja;;;;;130.00;;0.42;7.00;9.00;90.00;;ND;;;;;;;;;;;;;;
aae-elite-ep16-100-uni;;;Cor;Pink;;;;;130.00;;0.42;7.00;9.00;90.00;;ND;;;;;;;;;;;;;;
aae-elite-ep16-100-uni;;;Cor;Roxo;;;;;130.00;;0.42;7.00;9.00;90.00;;ND;;;;;;;;;;;;;;
aae-elite-ep16-100-uni;;;Cor;Vermelho;;;;;130.00;;0.42;7.00;9.00;90.00;;ND;;;;;;;;;;;;;;
aae-elite-ep16-100-uni;;;Cor;Branco;;;;;130.00;;0.42;7.00;9.00;90.00;0;ND;;;;;;;;;;;;;;
aae-elite-ep16-100-uni;;;Cor;Amarelo;;;;;130.00;;0.42;7.00;9.00;90.00;;ND;;;;;;;;;;;;;;
aae-elite-ep16-12-uni;"Pena AAE Elite EP16 (12 uni.)";"Flechas > Componentes de flechas > Penas";Cor;Preto;;;;;16.00;;0.05;5.00;9.00;20.00;;ND;;;SIM;NÃO;;vanes;;;AAE;SIM;;;;
aae-elite-ep16-12-uni;;;Cor;Azul;;;;;16.00;;0.05;5.00;9.00;20.00;;ND;;;;;;;;;;;;;;
aae-elite-ep16-12-uni;;;Cor;Verde;;;;;16.00;;0.05;5.00;9.00;20.00;8;ND;;;;;;;;;;;;;;
aae-elite-ep16-12-uni;;;Cor;Laranja;;;;;16.00;;0.05;5.00;9.00;20.00;;ND;;;;;;;;;;;;;;
aae-elite-ep16-12-uni;;;Cor;Pink;;;;;16.00;;0.05;5.00;9.00;20.00;;ND;;;;;;;;;;;;;;
aae-elite-ep16-12-uni;;;Cor;Roxo;;;;;16.00;;0.05;5.00;9.00;20.00;;ND;;;;;;;;;;;;;;
aae-elite-ep16-12-uni;;;Cor;Vermelho;;;;;16.00;;0.05;5.00;9.00;20.00;;ND;;;;;;;;;;;;;;
aae-elite-ep16-12-uni;;;Cor;Branco;;;;;16.00;;0.05;5.00;9.00;20.00;4;ND;;;;;;;;;;;;;;
aae-elite-ep16-12-uni;;;Cor;Amarelo;;;;;16.00;;0.05;5.00;9.00;20.00;;ND;;;;;;;;;;;;;;
aae-elite-ep23-100-uni;"Pena AAE Elite EP23 (100 uni.)";"Flechas > Componentes de flechas > Penas";Cor;Preto;;;;;140.00;;0.42;7.00;9.00;30.00;;ND;;;SIM;NÃO;;vanes;;;AAE;SIM;;;;
aae-elite-ep23-100-uni;;;Cor;Azul;;;;;140.00;;0.42;7.00;9.00;30.00;2;ND;;;;;;;;;;;;;;
aae-elite-ep23-100-uni;;;Cor;Laranja;;;;;140.00;;0.42;7.00;9.00;30.00;0;ND;;;;;;;;;;;;;;
aae-elite-ep23-100-uni;;;Cor;Pink;;;;;140.00;;0.42;7.00;9.00;30.00;;ND;;;;;;;;;;;;;;
aae-elite-ep23-100-uni;;;Cor;Roxo;;;;;140.00;;0.42;7.00;9.00;30.00;;ND;;;;;;;;;;;;;;
aae-elite-ep23-100-uni;;;Cor;Vermelho;;;;;140.00;;0.42;7.00;9.00;30.00;;ND;;;;;;;;;;;;;;
aae-elite-ep23-100-uni;;;Cor;Branco;;;;;140.00;;0.42;7.00;9.00;30.00;;ND;;;;;;;;;;;;;;
aae-elite-ep23-100-uni;;;Cor;Amarelo;;;;;140.00;;0.42;7.00;9.00;30.00;;ND;;;;;;;;;;;;;;
aae-elite-ep23-100-uni;;;Cor;Verde;;;;;140.00;;0.42;7.00;9.00;30.00;;ND;;;;;;;;;;;;;;
aae-elite-ep23-12-uni;"Pena AAE Elite EP23 (12 uni.)";"Flechas > Componentes de flechas > Penas";Cor;Preto;;;;;18.00;;0.05;7.00;9.00;30.00;;ND;;;SIM;NÃO;;vanes;;;AAE;SIM;;;;
aae-elite-ep23-12-uni;;;Cor;Azul;;;;;18.00;;0.05;7.00;9.00;30.00;1;ND;;;;;;;;;;;;;;
aae-elite-ep23-12-uni;;;Cor;Laranja;;;;;18.00;;0.05;7.00;9.00;30.00;1;ND;;;;;;;;;;;;;;
aae-elite-ep23-12-uni;;;Cor;Pink;;;;;18.00;;0.05;7.00;9.00;30.00;;ND;;;;;;;;;;;;;;
aae-elite-ep23-12-uni;;;Cor;Roxo;;;;;18.00;;0.05;7.00;9.00;30.00;;ND;;;;;;;;;;;;;;
aae-elite-ep23-12-uni;;;Cor;Vermelho;;;;;18.00;;0.05;7.00;9.00;30.00;;ND;;;;;;;;;;;;;;
aae-elite-ep23-12-uni;;;Cor;Branco;;;;;18.00;;0.05;7.00;9.00;30.00;;ND;;;;;;;;;;;;;;
aae-elite-ep23-12-uni;;;Cor;Amarelo;;;;;18.00;;0.05;7.00;9.00;30.00;;ND;;;;;;;;;;;;;;
aae-elite-ep23-12-uni;;;Cor;Verde;;;;;18.00;;0.05;7.00;9.00;30.00;;ND;;;;;;;;;;;;;;
rest-magnetico-avalon-tec-one-maxx;"Rest magnético Avalon Tec One Maxx";"Partes de arco > Arco recurvo > Rest, Marcas > Avalon";Orientação;"Destro (RH)";;;;;180.00;;0.05;2.00;6.00;11.00;11;ND;;;SIM;NÃO;;"rest magnetico";;;Avalon;SIM;;;;
rest-magnetico-avalon-tec-one-maxx;;;Orientação;"Canhoto (LH)";;;;;180.00;;0.05;2.00;6.00;11.00;7;ND;;;;;;;;;;;;;;
rest-avalon-stick-on-axis-magnetico;"Rest Avalon Stick On Axis Magnético";"Partes de arco > Arco recurvo > Rest, Marcas > Avalon";Orientação;"Canhoto (LH)";;;;;96.00;;0.03;2.00;6.00;11.00;1;ND;;;SIM;NÃO;;"rest magnetico";;;Avalon;SIM;;;;
target-bags-tec50;"Target Bags Tec50";"Alvos e anteparos > Anteparos";;;;;;;650.00;;5.00;30.00;50.00;50.00;13;ND;;;SIM;NÃO;;Anteparo;;;Avalon;SIM;;;;
target-bags-tec30;"Target Bags Tec30";"Alvos e anteparos > Anteparos";;;;;;;480.00;;3.50;35.00;35.00;35.00;5;ND;;;SIM;NÃO;;Anteparo;;;Avalon;SIM;;;;
mira-avalon-tec-one-maxx-recurvo;"Mira Avalon Tec One Maxx (Recurvo)";"Partes de arco > Arco recurvo > Miras";Cor;Preto;Orientação;"Canhoto (LH)";;;1,088.00;;0.75;4.00;34.00;24.00;0;ND;;;SIM;NÃO;;Mira;;;Avalon;SIM;;;;
mira-avalon-tec-one-maxx-recurvo;;;Cor;Preto;Orientação;"Destro (RH)";;;1,088.00;;0.75;4.00;34.00;24.00;0;ND;;;;;;;;;;;;;;
mira-avalon-tec-one-maxx-recurvo;;;Cor;Prata;Orientação;"Canhoto (LH)";;;1,088.00;;0.75;4.00;34.00;24.00;0;ND;;;;;;;;;;;;;;
mira-avalon-tec-one-maxx-recurvo;;;Cor;Prata;Orientação;"Destro (RH)";;;1,088.00;;0.75;4.00;34.00;24.00;0;ND;;;;;;;;;;;;;;
mira-avalon-tec-one-maxx-recurvo;;;Cor;Azul;Orientação;"Canhoto (LH)";;;1,088.00;;0.75;4.00;34.00;24.00;0;ND;;;;;;;;;;;;;;
mira-avalon-tec-one-maxx-recurvo;;;Cor;Azul;Orientação;"Destro (RH)";;;1,088.00;;0.75;4.00;34.00;24.00;0;ND;;;;;;;;;;;;;;
mira-avalon-tec-one-maxx-recurvo;;;Cor;Vermelho;Orientação;"Canhoto (LH)";;;1,088.00;;0.75;4.00;34.00;24.00;0;ND;;;;;;;;;;;;;;
mira-avalon-tec-one-maxx-recurvo;;;Cor;Vermelho;Orientação;"Destro (RH)";;;1,088.00;;0.75;4.00;34.00;24.00;0;ND;;;;;;;;;;;;;;
core-flyte-recreativo;"Core Flyte (Recreativo)";"Arcos > Arcos iniciantes > Kits";;;;;;;199.00;;0.58;7.00;11.00;150.00;9;ND;;;SIM;NÃO;;Recreativo;;;Flyte;SIM;;;;
corda-arco-recurvo-core-dragon;"Corda Arco Recurvo - Core Dragon";"Acessórios > Arco Recurvo \> > Corda";Tamanho;"66""";;;;;0.00;;0.02;3.00;3.00;26.00;10;ND;;;NÃO;NÃO;;Corda;;;Sanlida;SIM;;;;
corda-arco-recurvo-core-dragon;;;Tamanho;"68""";;;;;0.00;;0.02;3.00;3.00;26.00;36;ND;;;;;;;;;;;;;;
punho-ilf-astral-core-archery;"Punho ILF Astral - Core Archery";"Arcos > Arcos recurvos > Punhos";Orientação;"Canhoto (LH)";Cor;Azul;;;1,150.00;;1.63;7.00;18.00;72.50;0;ND;;;SIM;NÃO;;"punho, riser";;;"Core Archery";SIM;;;;
punho-ilf-astral-core-archery;;;Orientação;"Canhoto (LH)";Cor;Vermelho;;;1,150.00;;1.63;7.00;18.00;72.50;1;ND;;;;;;;;;;;;;;
mala-macia-para-composto-avalon-classic-126cm;"Mala Macia para Composto Avalon Classic 126cm";"Ferramentas e acessórios > Transporte e proteção > Malas macias, Marcas > Avalon";Cor;Azul;;;;;784.00;;2.86;10.00;50.00;126.00;0;ND;A024606;;SIM;NÃO;;"Case, Mala, Soft Case";;;Avalon;SIM;TNC-A-SL662-03;Unissex;Adulto;
mala-macia-para-composto-avalon-classic-126cm;;;Cor;Preto;;;;;784.00;;2.86;10.00;50.00;126.00;0;ND;A024604;;;;;;;;;;TNC-A-SL662-01;Unissex;Adulto;
mala-macia-para-composto-avalon-classic-126cm;;;Cor;Vermelho;;;;;784.00;;2.86;10.00;50.00;126.00;0;ND;A024607;;;;;;;;;;TNC-A-SL662-04;Unissex;Adulto;
mala-macia-para-composto-avalon-classic-126cm;;;Cor;Grafite;;;;;784.00;;2.86;10.00;50.00;126.00;0;ND;A024605;;;;;;;;;;TNC-A-SL662-02;Unissex;Adulto;
adesivo-ten-zone-para-scope-mybo;"Adesivo TEN ZONE para scope - Mybo";"Partes de arco > Arco composto > Scope";Cor;"Laranja e Preto";;;;;20.00;;0.01;1.00;10.00;10.00;9;ND;;;SIM;NÃO;;"adesivo, decal";;;Mybo;SIM;;;;
guarda-chuva-field-avalon;"Guarda-Chuva Field - Avalon";"Roupas e acessórios > Guarda-chuva";;;;;;;165.00;;0.56;6.00;6.00;94.50;1;ND;;;SIM;NÃO;;"arco e flecha, guarda-chuva";;;Avalon;SIM;;;;
jogo-de-chave-allen-maximal;"Jogo de chave Allen - Maximal";"Ferramentas e acessórios > Ferramentas de regulagem";;;;;;;65.00;;0.16;3.00;11.00;14.00;2;ND;;;SIM;NÃO;;"allen, chave, chave allen";;;Maximal;SIM;;;;
tripe-magnetico-basic-avalon-suporte-arco-recurvo;"Tripé Magnético Basic Avalon - suporte arco recurvo";"Ferramentas e acessórios > Acessórios do arqueiro > Apoio de arco";;;;;;;94.00;;0.18;4.50;10.00;36.00;32;ND;;;SIM;NÃO;;"suporte, tripe";;;Avalon;SIM;;;;
clicker-magnetico-classic-avalon;"Clicker magnético Avalon (base de mira)";"Partes de arco > Arco recurvo > Clicker, Marcas > Avalon";;;;;;;144.00;;0.03;2.50;10.50;13.00;9;ND;;;SIM;NÃO;;clicker;;;Avalon;SIM;;;;
arco-composto-hero-x8-xs-sanlida;"Arco Composto Hero X8 XS - Sanlida";"Arcos > Arcos composto > Hero X8, Arcos > Arcos iniciantes > Kits, Marcas > Sanlida, Arcos > Composto";Cor;Azul;;;;;2,990.00;;2.56;10.00;36.00;90.00;0;ND;;;SIM;NÃO;;"Arco Composto";;;Sanlida;SIM;;;;
arco-composto-hero-x8-xs-sanlida;;;Cor;Branco;;;;;2,990.00;;2.56;10.00;36.00;90.00;1;ND;;;;;;;;;;;;;;
arco-composto-hero-x8-xs-sanlida;;;Cor;Preto;;;;;2,990.00;;2.56;10.00;36.00;90.00;2;ND;;;;;;;;;;;;;;
arco-composto-hero-x8-xs-sanlida;;;Cor;Verde;;;;;2,990.00;;2.56;10.00;36.00;90.00;1;ND;;;;;;;;;;;;;;
arco-composto-hero-x8-xs-sanlida;;;Cor;Rosa;;;;;2,990.00;;2.56;10.00;36.00;90.00;1;ND;;;;;;;;;;;;;;
parafuso-extensor-1-4-e-5-16-720x;"Parafuso extensor 1/4"" e 5/16"" - 720x";"Partes de arco > Arco recurvo > Pesos, Partes de arco > Estabilizadores > Pesos, Ferramentas e acessórios > Ferramentas de regulagem";Tamanho;"1/4""-20";;;;;15.00;;0.00;1.00;1.00;2.60;;ND;;;SIM;NÃO;;"extensor, parafuso";;;720x;SIM;;;;
parafuso-extensor-1-4-e-5-16-720x;;;Tamanho;"5/16""-24";;;;;15.00;;0.00;1.00;1.00;3.30;11;ND;;;;;;;;;;;;;;
pinos-de-alvo-720x;"Pinos de alvo - 720x";"Alvos e anteparos > Faces de alvo, Marcas > 720x";Quantidade;"12 unidades";;;;;14.00;;0.07;3.50;8.00;13.00;;ND;;;SIM;NÃO;;"alvo, fixador, pino, prego";;;720x;SIM;;;;
pinos-de-alvo-720x;;;Quantidade;"50 unidades";;;;;55.00;;0.27;4.00;16.00;24.00;;ND;;;;;;;;;;;;;;
coleira-petn-bow;"Coleira Pet'n Bow";"Roupas e acessórios > Linha pet, Marcas > 720x";Cor;Camuflado;;;;;25.00;;0.15;1.00;1.00;20.00;296;ND;;;SIM;NÃO;;"coleira, gato, pet";;;720x;SIM;;;;
coleira-petn-bow;;;Cor;Colorido;;;;;25.00;;0.15;1.00;1.00;20.00;285;ND;;;;;;;;;;;;;;
